2022000011,蒯雷匡,哲学,11903,2021-08-30,1,1,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,2,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,3,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,4,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,5,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,6,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,7,1,1234
2022000011,蒯雷匡,哲学,11903,2021-08-30,1,8,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,1,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,2,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,3,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,4,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,5,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,6,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,7,1,1234
2022000021,酆万俟,计算机科学,11902,2020-04-27,0,8,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,1,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,2,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,3,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,4,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,5,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,6,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,7,1,1234
2022000031,勾田温,生物制药,11905,2020-10-08,1,8,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,1,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,2,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,3,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,4,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,5,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,6,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,7,1,1234
2022000041,钦孟羊,计算机科学,11905,2019-06-09,1,8,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,1,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,2,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,3,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,4,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,5,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,6,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,7,1,1234
2022000051,燕骆,经济管理,11902,2020-05-20,1,8,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,1,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,2,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,3,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,4,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,5,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,6,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,7,1,1234
2022000061,惠龚嵇,哲学,11904,2021-11-09,1,8,1,1234
2022000071,应易廉,经济管理,11903,2022-01-13,0,1,1,1234
2022000071,应易廉,经济管理,11903,2022-01-13,0,2,1,1234
2022000071,应易廉,经济管理,11903,2022-01-13,0,3,1,1234
