2022000011,庄阴孟,护理学,11904,2020-11-20,1,1,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,2,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,3,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,4,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,5,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,6,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,7,1,1234
2022000011,庄阴孟,护理学,11904,2020-11-20,1,8,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,1,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,2,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,3,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,4,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,5,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,6,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,7,1,1234
2022000021,时荀,计算机科学,11902,2020-03-21,1,8,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,1,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,2,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,3,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,4,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,5,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,6,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,7,1,1234
2022000031,相巫马班,经济管理,11901,2018-10-28,1,8,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,1,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,2,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,3,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,4,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,5,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,6,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,7,1,1234
2022000041,薛计,计算机科学,11901,2021-04-25,0,8,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,1,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,2,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,3,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,4,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,5,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,6,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,7,1,1234
2022000051,姬金,经济管理,11906,2018-12-27,1,8,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,1,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,2,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,3,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,4,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,5,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,6,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,7,1,1234
2022000061,汤能,经济管理,11904,2020-02-23,1,8,1,1234
2022000071,满益,生物制药,11902,2019-07-21,1,1,1,1234
2022000071,满益,生物制药,11902,2019-07-21,1,2,1,1234
2022000071,满益,生物制药,11902,2019-07-21,1,3,1,1234
